hike_id,variable,value
hike33,user35100,3
hike34,user35100,4
hike4,user35100,5
hike40,user35100,3
hike48,user35100,5
hike70,user35100,4
hike836,user35100,2
hike849,user35100,5
hike89,user35100,4
hike20,user35101,5
hike38,user35102,5
hike2533,user35103,5
hike4,user35104,5
hike1704,user35105,5
hike329,user35105,5
hike1473,user35106,4
hike206,user35107,4
hike95,user35107,4
hike563,user35108,4
hike17,user35109,5
hike2124,user3511,4
hike170,user35110,5
hike1785,user35110,2
hike37,user35111,5
hike4,user35112,4
hike105,user35113,4
hike145,user35114,4
hike160,user35115,5
hike268,user35116,5
hike29,user35116,4
hike496,user35116,5
hike635,user35116,5
hike5,user35117,5
hike7,user35118,4
hike127,user35119,5
hike141,user35119,5
hike79,user35119,5
hike651,user3512,5
hike0,user35120,4
hike16,user35120,5
hike310,user35120,5
hike119,user35121,3
hike197,user35122,3
hike0,user35123,4
hike120,user35123,3
hike1234,user35123,5
hike158,user35123,3
hike193,user35123,5
hike1941,user35123,5
hike2,user35123,5
hike24,user35123,5
hike2532,user35123,2
hike368,user35123,5
hike48,user35123,5
hike601,user35123,5
hike8,user35123,5
hike100,user35124,5
hike2529,user35125,5
hike11,user35126,5
hike158,user35126,5
hike78,user35126,5
hike9,user35126,5
hike120,user35127,4
hike123,user35127,5
hike75,user35127,4
hike84,user35127,4
hike2529,user35128,5
hike7,user35129,4
hike171,user3513,5
hike2168,user3513,2
hike217,user3513,5
hike320,user3513,5
hike200,user35130,5
hike2533,user35130,5
hike129,user35131,5
hike19,user35131,5
hike278,user35132,4
hike200,user35133,5
hike45,user35134,5
hike282,user35135,5
hike953,user35136,4
hike194,user35137,5
hike41,user35137,5
hike225,user35138,5
hike2531,user35139,5
hike304,user3514,5
hike0,user35140,5
hike2529,user35141,5
hike49,user35142,5
hike755,user35142,5
hike99,user35142,4
hike416,user35143,2
hike185,user35144,5
hike107,user35145,5
hike245,user35145,5
hike1602,user35146,3
hike1039,user35147,3
hike70,user35147,3
hike1406,user35148,4
hike422,user35148,5
hike179,user35149,5
hike235,user35149,5
hike2,user3515,5
hike34,user3515,5
hike40,user3515,4
hike329,user35150,5
hike2532,user35151,5
hike679,user35152,4
hike147,user35153,5
hike57,user35153,5
hike105,user35154,5
hike192,user35154,5
hike29,user35154,5
hike1230,user35155,5
hike20,user35155,5
hike2334,user35155,5
hike46,user35155,5
hike2530,user35156,5
hike654,user35157,5
hike1,user35158,5
hike386,user35158,4
hike210,user35159,5
hike285,user3516,4
hike3,user3516,4
hike7,user3516,4
hike1718,user35160,4
hike1,user35161,4
hike260,user35162,5
hike1222,user35163,5
hike41,user35163,5
hike2528,user35164,4
hike11,user35165,5
hike1314,user35166,4
hike2529,user35167,4
hike694,user35168,1
hike24,user35169,5
hike2,user3517,5
hike0,user35170,5
hike142,user35170,5
hike16,user35170,5
hike164,user35170,3
hike3,user35170,5
hike350,user35170,5
hike48,user35170,5
hike53,user35170,5
hike64,user35170,5
hike95,user35170,4
hike662,user35171,5
hike92,user35171,3
hike152,user35172,4
hike61,user35173,5
hike1100,user35174,4
hike1496,user35175,1
hike1154,user35176,3
hike89,user35176,4
hike3,user35177,5
hike6,user35177,5
hike242,user35178,5
hike14,user35179,4
hike30,user3518,4
hike870,user3518,5
hike2528,user35180,5
hike2529,user35180,4
hike1919,user35181,4
hike277,user35182,4
hike465,user35182,4
hike617,user35182,3
hike1218,user35183,3
hike1294,user35183,3
hike1512,user35183,2
hike450,user35183,4
hike527,user35183,3
hike33,user35184,5
hike150,user35185,4
hike235,user35186,4
hike35,user35186,5
hike55,user35186,5
hike1962,user35187,5
hike745,user35187,3
hike2528,user35188,5
hike32,user35189,4
hike17,user3519,5
hike8,user35190,4
hike15,user35191,5
hike306,user35191,4
hike535,user35191,5
hike0,user35192,4
hike13,user35192,5
hike17,user35193,4
hike21,user35193,5
hike55,user35193,5
hike427,user35194,5
hike2528,user35195,3
hike2529,user35195,4
hike113,user35196,5
hike148,user35196,5
hike20,user35196,5
hike223,user35196,4
hike44,user35196,5
hike751,user35196,5
hike875,user35196,5
hike90,user35196,5
hike947,user35196,5
hike1,user35197,5
hike10,user35197,4
hike12,user35197,5
hike1350,user35197,5
hike186,user35197,4
hike3,user35197,4
hike36,user35197,4
hike85,user35197,3
hike99,user35197,5
hike0,user35198,5
hike1043,user35199,4
hike110,user35199,4
hike12,user35199,4
hike1228,user35199,3
hike1561,user35199,3
hike162,user35199,5
hike1657,user35199,4
hike2014,user35199,5
hike208,user35199,4
hike2182,user35199,3
hike25,user35199,5
hike376,user35199,4
hike452,user35199,4
hike542,user35199,4
hike726,user35199,3
hike759,user35199,4
hike87,user35199,5
hike94,user35199,5
hike2528,user352,3
hike0,user3520,5
hike247,user35200,5
hike998,user35200,5
hike42,user35201,4
hike461,user35201,3
hike4,user35202,5
hike18,user35203,5
hike307,user35204,5
hike16,user35205,4
hike51,user35205,3
hike11,user35206,5
hike138,user35207,5
hike35,user35207,5
hike175,user35208,4
hike185,user35209,4
hike2233,user35209,5
hike587,user3521,2
hike227,user35210,4
hike162,user35211,4
hike24,user35212,4
hike938,user35212,4
hike21,user35213,5
hike59,user35213,5
hike2528,user35214,4
hike270,user35215,5
hike2528,user35216,5
hike376,user35217,5
hike681,user35217,4
hike102,user35218,5
hike13,user35219,5
hike794,user35219,5
hike924,user3522,3
hike2529,user35220,4
hike111,user35221,4
hike717,user35221,5
hike995,user35221,5
hike1805,user35222,4
hike193,user35223,5
hike221,user35223,2
hike264,user35223,3
hike318,user35223,5
hike84,user35223,3
hike192,user35224,4
hike352,user35225,5
hike212,user35226,5
hike3,user35227,4
hike600,user35228,4
hike78,user35228,5
hike1162,user35229,5
hike59,user3523,5
hike289,user35230,4
hike18,user35231,5
hike20,user35231,5
hike2533,user35231,4
hike279,user35231,3
hike32,user35231,5
hike498,user35231,3
hike66,user35231,4
hike90,user35231,5
hike907,user35231,1
hike87,user35232,5
hike44,user35233,5
hike327,user35234,5
hike8,user35235,5
hike75,user35236,5
hike1003,user35237,3
hike225,user35238,5
hike2528,user35239,4
hike32,user3524,4
hike38,user3524,4
hike35,user35240,5
hike2492,user35241,5
hike188,user35242,5
hike1000,user35243,5
hike166,user35244,4
hike15,user35245,4
hike20,user35245,4
hike725,user35246,4
hike90,user35247,5
hike14,user35248,5
hike29,user35248,5
hike2533,user35249,5
hike241,user3525,3
hike280,user3525,5
hike35,user3525,2
hike468,user3525,4
hike1072,user35250,3
hike697,user35250,5
hike12,user35251,4
hike208,user35251,3
hike238,user35251,4
hike105,user35252,4
hike2532,user35253,4
hike2529,user35254,3
hike199,user35255,3
hike778,user35255,5
hike176,user35256,3
hike197,user35256,5
hike429,user35256,3
hike48,user35256,4
hike889,user35256,4
hike591,user35257,5
hike5,user35258,4
hike95,user35259,4
hike0,user3526,4
hike250,user35260,3
hike464,user35260,3
hike149,user35261,4
hike105,user35262,5
hike641,user35262,5
hike360,user35263,5
hike163,user35264,4
hike29,user35265,4
hike867,user35265,3
hike2531,user35266,5
hike2532,user35266,4
hike30,user35267,5
hike1,user35268,5
hike10,user35268,4
hike1015,user35268,5
hike1206,user35268,4
hike1229,user35268,4
hike1371,user35268,3
hike16,user35268,4
hike2,user35268,5
hike218,user35268,4
hike282,user35268,5
hike289,user35268,4
hike31,user35268,5
hike350,user35268,5
hike589,user35268,5
hike6,user35268,5
hike68,user35268,4
hike7,user35268,4
hike823,user35268,4
hike98,user35268,3
hike62,user35269,3
hike983,user35269,4
hike108,user3527,4
hike677,user3527,4
hike146,user35270,5
hike15,user35270,4
hike386,user35270,5
hike1406,user35271,5
hike1641,user35272,4
hike759,user35272,3
hike2528,user35273,3
hike271,user35274,5
hike3,user35274,5
hike4,user35274,5
hike117,user35275,4
hike181,user35275,5
hike20,user35275,5
hike56,user35275,4
hike797,user35275,5
hike2530,user35276,5
hike120,user35277,5
hike144,user35278,5
hike79,user35279,5
hike0,user3528,5
hike2528,user35280,4
hike2529,user35280,3
hike276,user35281,5
hike2528,user35282,5
hike45,user35283,4
hike138,user35284,4
hike223,user35284,4
hike202,user35285,4
hike1017,user35286,4
hike524,user35287,4
hike688,user35288,5
hike2532,user35289,5
hike418,user3529,5
hike2528,user35290,5
hike2533,user35291,5
hike2530,user35292,5
hike686,user35293,5
hike1406,user35294,4
hike541,user35294,4
hike71,user35295,4
hike100,user35296,4
hike1271,user35296,3
hike16,user35296,4
hike297,user35296,4
hike353,user35296,5
hike39,user35296,4
hike52,user35296,4
hike832,user35296,4
hike2528,user35297,4
hike1209,user35298,5
hike20,user35298,3
hike593,user35298,5
hike769,user35298,5
hike782,user35298,5
hike91,user35298,4
hike967,user35298,5
hike0,user35299,4
hike263,user35299,4
hike333,user35299,4
hike18,user353,5
hike46,user353,4
hike2528,user3530,5
hike120,user35300,5
hike137,user35300,4
hike226,user35300,5
hike1147,user35301,1
hike68,user35302,5
hike686,user35303,4
hike127,user35304,5
hike44,user35304,5
hike199,user35305,3
hike1,user35306,4
hike10,user35307,5
hike2529,user35308,5
hike2531,user35309,5
hike632,user3531,4
hike31,user35310,3
hike26,user35311,5
hike27,user35311,5
hike54,user35311,4
hike77,user35311,4
hike2532,user35312,4
hike2529,user35313,5
hike62,user35314,5
hike138,user35315,5
hike11,user35316,5
hike93,user35316,5
hike153,user35317,4
hike0,user35318,4
hike11,user35318,5
hike1458,user35318,1
hike152,user35318,4
hike157,user35318,5
hike1763,user35318,4
hike179,user35318,4
hike2,user35318,5
hike31,user35318,4
hike59,user35318,4
hike6,user35318,4
hike63,user35318,5
hike646,user35318,3
hike86,user35318,3
hike906,user35318,3
hike932,user35318,3
hike237,user35319,5
hike368,user3532,5
hike86,user35320,5
hike126,user35321,5
hike115,user35322,5
hike19,user35322,5
hike310,user35322,5
hike555,user35322,5
hike170,user35323,5
hike2528,user35324,4
hike111,user35325,2
hike118,user35325,4
hike144,user35325,5
hike152,user35325,3
hike2,user35325,5
hike215,user35325,3
hike299,user35325,3
hike30,user35325,3
hike326,user35325,2
hike4,user35325,4
hike442,user35325,4
hike450,user35325,2
hike477,user35325,3
hike50,user35325,5
hike527,user35325,3
hike69,user35325,4
hike71,user35325,3
hike8,user35325,4
hike995,user35325,2
hike58,user35326,5
hike38,user35327,3
hike1186,user35328,3
hike225,user35328,3
hike832,user35328,4
hike825,user35329,5
hike13,user3533,5
hike373,user3533,5
hike481,user3533,4
hike2,user35330,5
hike30,user35330,4
hike306,user35330,3
hike522,user35330,3
hike555,user35330,3
hike6,user35330,4
hike80,user35330,5
hike2532,user35331,2
hike126,user35332,4
hike572,user35332,5
hike9,user35333,5
hike318,user35334,5
hike2528,user35335,3
hike1,user35336,5
hike313,user35337,4
hike41,user35338,4
hike224,user35339,3
hike23,user3534,5
hike42,user35340,4
hike51,user35341,5
hike1191,user35342,4
hike2150,user35342,4
hike253,user35342,5
hike260,user35342,4
hike405,user35342,4
hike768,user35342,4
hike96,user35342,4
hike1491,user35343,4
hike1,user35344,4
hike1008,user35344,4
hike64,user35345,5
hike85,user35345,4
hike98,user35346,5
hike1128,user35347,5
hike1843,user35347,4
hike417,user35347,4
hike453,user35347,3
hike548,user35347,5
hike68,user35348,5
hike8,user35348,5
hike360,user35349,5
hike2387,user3535,3
hike241,user3535,4
hike3,user3535,4
hike1018,user35350,3
hike46,user35350,4
hike93,user35350,4
hike1820,user35351,4
hike280,user35351,3
hike1045,user35352,5
hike2528,user35353,5
hike46,user35354,5
hike45,user35355,5
hike70,user35356,5
hike597,user35357,4
hike970,user35358,4
hike46,user35359,5
hike26,user3536,5
hike13,user35360,4
hike5,user35360,5
hike1137,user35361,3
hike145,user35361,3
hike2,user35361,4
hike57,user35361,4
hike642,user35361,3
hike34,user35362,5
hike2,user35363,5
hike1088,user35364,5
hike2529,user35365,5
hike273,user35366,5
hike521,user35367,5
hike2067,user35368,5
hike1015,user35369,5
hike149,user35369,4
hike156,user35369,4
hike250,user35369,4
hike2528,user35369,5
hike2532,user35369,5
hike651,user35369,3
hike900,user35369,5
hike0,user3537,3
hike1,user35370,4
hike2046,user35371,3
hike2529,user35372,5
hike446,user35373,4
hike5,user35373,5
hike1513,user35374,4
hike138,user35375,3
hike128,user35376,5
hike155,user35376,5
hike167,user35376,5
hike34,user35376,5
hike343,user35376,5
hike92,user35376,4
hike2532,user35377,5
hike441,user35378,5
hike12,user35379,5
hike238,user35379,4
hike252,user3538,5
hike279,user35380,4
hike2406,user35381,4
hike1256,user35382,5
hike276,user35382,5
hike67,user35383,5
hike34,user35384,5
hike1318,user35385,5
hike2184,user35385,5
hike1774,user35386,4
hike503,user35386,4
hike58,user35387,5
hike33,user35388,5
hike341,user35389,4
hike1,user3539,4
hike114,user3539,5
hike531,user35390,5
hike372,user35391,4
hike497,user35392,5
hike21,user35393,4
hike221,user35394,4
hike20,user35395,5
hike46,user35395,4
hike0,user35396,4
hike54,user35396,4
hike514,user35397,3
hike1,user35398,5
hike0,user35399,3
hike1,user35399,5
hike15,user35399,5
hike2,user35399,5
hike222,user35399,4
hike27,user35399,4
hike37,user35399,3
hike43,user35399,5
hike478,user35399,5
hike50,user35399,4
hike60,user35399,5
hike72,user35399,4
hike73,user35399,3
hike77,user35399,5
hike1406,user354,5
hike1197,user3540,3
hike1391,user3540,4
hike2229,user3540,3
hike624,user3540,3
hike715,user35400,1
hike21,user35401,4
hike2531,user35402,5
hike5,user35403,5
hike11,user35404,5
hike0,user35405,4
hike11,user35405,5
hike119,user35405,4
hike255,user35405,5
hike326,user35405,3
hike4,user35405,4
hike415,user35405,4
hike5,user35405,4
hike561,user35405,4
hike577,user35405,4
hike66,user35405,5
hike69,user35405,5
hike783,user35405,2
hike790,user35405,3
hike84,user35405,5
hike584,user35406,4
hike3,user35407,5
hike774,user35408,5
hike2284,user35409,4
hike113,user3541,5
hike1103,user35410,5
hike4,user35410,5
hike461,user35410,5
hike948,user35410,4
hike53,user35411,5
hike2532,user35412,5
hike111,user35413,5
hike426,user35414,4
hike1045,user35415,5
hike1049,user35415,5
hike1143,user35415,5
hike1217,user35415,5
hike13,user35415,5
hike167,user35415,5
hike17,user35415,5
hike192,user35415,5
hike216,user35415,5
hike219,user35415,5
hike25,user35415,5
hike27,user35415,5
hike32,user35415,2
hike334,user35415,5
hike340,user35415,5
hike446,user35415,5
hike54,user35415,5
hike87,user35415,5
hike2528,user35416,5
hike2529,user35416,5
hike145,user35417,4
hike169,user35417,4
hike191,user35417,5
hike194,user35417,4
hike247,user35417,4
hike325,user35417,4
hike342,user35417,2
hike348,user35417,4
hike39,user35417,5
hike517,user35417,4
hike583,user35417,4
hike607,user35417,4
hike97,user35417,5
hike18,user35418,5
hike62,user35418,4
hike236,user35419,4
hike325,user3542,5
hike14,user35420,5
hike3,user35421,4
hike38,user35422,4
hike12,user35423,5
hike1266,user35424,1
hike2530,user35425,4
hike159,user35426,4
hike916,user35427,5
hike84,user35428,4
hike47,user35429,4
hike343,user3543,5
hike431,user3543,4
hike16,user35430,5
hike215,user35431,1
hike26,user35431,5
hike488,user35431,5
hike634,user35431,5
hike704,user35431,5
hike2532,user35432,4
hike1188,user35433,5
hike673,user35434,4
hike967,user35435,3
hike1147,user35436,5
hike587,user35436,4
hike15,user35437,5
hike2532,user35438,4
hike2,user35439,4
hike1,user3544,4
hike2460,user35440,5
hike1066,user35441,4
hike745,user35441,3
hike91,user35441,4
hike41,user35442,2
hike1460,user35443,5
hike164,user35443,5
hike984,user35443,4
hike488,user35444,5
hike604,user35444,5
hike1064,user35445,3
hike167,user35445,4
hike25,user35445,5
hike349,user35445,5
hike55,user35445,4
hike731,user35445,3
hike159,user35446,5
hike163,user35446,5
hike174,user35446,4
hike201,user35446,5
hike254,user35446,4
hike284,user35446,5
hike287,user35446,5
hike288,user35446,5
hike3,user35446,4
hike326,user35446,5
hike417,user35446,5
hike427,user35446,5
hike48,user35446,5
hike95,user35446,5
hike239,user35447,5
hike11,user35448,5
hike264,user35448,5
hike299,user35449,5
hike6,user35449,5
hike2529,user3545,4
hike2530,user35450,3
hike76,user35451,5
hike1039,user35452,5
hike429,user35453,4
hike431,user35453,3
hike742,user35453,3
hike11,user35454,5
hike154,user35454,5
hike57,user35455,5
hike28,user35456,5
hike56,user35457,5
hike17,user35458,5
hike176,user35458,4
hike2529,user35458,4
hike142,user35459,5
hike326,user35459,2
hike419,user35459,3
hike706,user35459,4
hike167,user3546,3
hike61,user35460,4
hike1249,user35461,5
hike342,user35461,4
hike93,user35461,4
hike10,user35462,5
hike16,user35462,4
hike2532,user35463,3
hike49,user35464,4
hike1410,user35465,2
hike32,user35466,4
hike30,user35467,5
hike267,user35468,5
hike707,user35469,4
hike10,user3547,3
hike1302,user35470,5
hike79,user35470,5
hike230,user35471,3
hike477,user35471,3
hike8,user35471,4
hike933,user35471,4
hike2531,user35472,5
hike163,user35473,5
hike320,user35473,5
hike46,user35474,5
hike121,user35475,5
hike255,user35476,4
hike140,user35477,5
hike166,user35477,5
hike2239,user35478,5
hike1371,user35479,4
hike1480,user35479,4
hike2094,user35479,5
hike0,user3548,1
hike309,user3548,5
hike11,user35480,5
hike2,user35480,5
hike346,user35480,3
hike4,user35480,4
hike1534,user35481,3
hike2528,user35482,5
hike0,user35483,5
hike0,user35484,4
hike133,user35484,5
hike14,user35484,5
hike163,user35484,4
hike2,user35484,5
hike27,user35484,5
hike284,user35484,5
hike45,user35484,4
hike54,user35484,5
hike60,user35484,5
hike71,user35484,4
hike46,user35485,4
hike345,user35486,4
hike177,user35487,4
hike837,user35487,4
hike703,user35488,4
hike2528,user35489,5
hike2533,user3549,5
hike138,user35490,5
hike351,user35490,3
hike366,user35490,4
hike367,user35490,4
hike38,user35490,5
hike44,user35490,5
hike745,user35490,5
hike782,user35490,5
hike84,user35490,5
hike12,user35491,5
hike0,user35492,5
hike29,user35492,5
hike150,user35493,4
hike11,user35494,5
hike49,user35494,5
hike636,user35495,5
hike37,user35496,5
hike2529,user35497,3
hike166,user35498,5
hike2530,user35499,4
hike17,user355,5
hike30,user355,5
hike259,user3550,4
hike2531,user35500,5
hike1561,user35501,5
hike206,user35501,4
hike6,user35502,5
hike2528,user35503,5
hike2529,user35503,5
hike1,user35504,5
hike121,user35504,5
hike379,user35504,5
hike64,user35504,5
hike135,user35505,5
hike304,user35505,4
hike103,user35506,1
hike14,user35506,5
hike26,user35506,5
hike3,user35506,5
hike31,user35506,5
hike185,user35507,5
hike267,user35507,5
hike1131,user35508,4
hike1143,user35508,3
hike1293,user35508,4
hike149,user35508,4
hike1658,user35508,5
hike289,user35508,4
hike585,user35508,5
hike818,user35508,4
hike418,user35509,5
hike270,user3551,3
hike2532,user35510,5
hike1194,user35511,4
hike14,user35512,5
hike472,user35512,5
hike830,user35512,3
hike2528,user35513,5
hike194,user35514,4
hike410,user35515,4
hike1000,user35516,5
hike1862,user35516,4
hike587,user35516,4
hike122,user35517,5
hike185,user35517,5
hike21,user35517,5
hike237,user35517,5
hike30,user35517,5
hike336,user35517,1
hike39,user35517,5
hike419,user35517,5
hike49,user35517,5
hike53,user35517,4
hike6,user35517,5
hike2532,user35518,5
hike30,user35519,1
hike3,user3552,4
hike121,user35520,5
hike125,user35521,3
hike15,user35521,3
hike639,user35521,3
hike8,user35522,4
hike0,user35523,5
hike1,user35524,5
hike10,user35524,4
hike1015,user35524,4
hike103,user35524,3
hike109,user35524,3
hike1093,user35524,4
hike12,user35524,5
hike1237,user35524,4
hike152,user35524,3
hike153,user35524,4
hike154,user35524,4
hike16,user35524,4
hike160,user35524,3
hike184,user35524,3
hike192,user35524,3
hike1926,user35524,3
hike2,user35524,4
hike21,user35524,5
hike23,user35524,5
hike24,user35524,4
hike245,user35524,3
hike251,user35524,3
hike278,user35524,5
hike287,user35524,4
hike29,user35524,5
hike3,user35524,5
hike31,user35524,3
hike33,user35524,5
hike330,user35524,3
hike331,user35524,3
hike336,user35524,4
hike359,user35524,3
hike36,user35524,5
hike382,user35524,3
hike386,user35524,5
hike4,user35524,3
hike45,user35524,4
hike5,user35524,4
hike508,user35524,3
hike54,user35524,5
hike59,user35524,3
hike6,user35524,5
hike604,user35524,4
hike68,user35524,5
hike7,user35524,5
hike792,user35524,4
hike98,user35524,3
hike1677,user35525,5
hike295,user35525,5
hike316,user35525,3
hike54,user35525,5
hike84,user35525,4
hike620,user35526,5
hike231,user35527,5
hike38,user35527,4
hike576,user35528,5
hike0,user35529,4
hike29,user35529,5
hike38,user35529,5
hike5,user3553,4
hike1,user35530,5
hike10,user35530,4
hike1277,user35530,4
hike3,user35530,5
hike33,user35530,5
hike39,user35530,5
hike40,user35530,5
hike185,user35531,5
hike111,user35532,5
hike510,user35532,5
hike14,user35533,5
hike75,user35533,5
hike64,user35534,5
hike176,user35535,5
hike19,user35535,5
hike197,user35535,4
hike422,user35535,4
hike429,user35535,4
hike739,user35535,5
hike60,user35536,4
hike15,user35537,5
hike1008,user35538,5
hike84,user35538,5
hike0,user35539,4
hike1,user35539,5
hike2,user35539,4
hike309,user35539,4
hike4,user35539,5
hike5,user35539,5
hike132,user3554,5
hike386,user35540,5
hike2532,user35541,5
hike1380,user35542,4
hike338,user35542,5
hike88,user35542,4
hike8,user35543,5
hike1895,user35544,3
hike18,user35545,4
hike1528,user35546,3
hike175,user35546,5
hike18,user35546,5
hike223,user35546,5
hike23,user35546,4
hike45,user35546,4
hike480,user35546,4
hike560,user35546,5
hike79,user35546,5
hike0,user35547,3
hike104,user35547,4
hike130,user35547,5
hike143,user35547,5
hike181,user35547,5
hike2,user35547,5
hike213,user35547,5
hike22,user35547,5
hike2250,user35547,3
hike26,user35547,5
hike27,user35547,5
hike271,user35547,5
hike299,user35547,3
hike31,user35547,4
hike37,user35547,3
hike427,user35547,5
hike43,user35547,5
hike439,user35547,3
hike44,user35547,5
hike50,user35547,4
hike656,user35547,4
hike75,user35547,5
hike787,user35547,5
hike8,user35547,5
hike800,user35547,5
hike86,user35547,5
hike69,user35548,5
hike1032,user35549,1
hike17,user35549,5
hike328,user35549,5
hike351,user3555,4
hike388,user3555,5
hike600,user3555,4
hike768,user3555,5
hike145,user35550,5
hike1524,user35550,2
hike2528,user35550,3
hike455,user35550,5
hike928,user35551,5
hike214,user35552,5
hike66,user35552,5
hike0,user35553,5
hike1579,user35553,4
hike3,user35553,4
hike36,user35553,5
hike39,user35553,4
hike638,user35553,4
hike65,user35553,5
hike85,user35553,5
hike98,user35553,5
hike1917,user35554,1
hike28,user35554,5
hike794,user35554,2
hike855,user35554,1
hike23,user35555,3
hike262,user35555,5
hike340,user35555,5
hike192,user35556,5
hike2528,user35556,5
hike2529,user35556,4
hike180,user35557,4
hike2,user35557,4
hike23,user35557,5
hike285,user35557,3
hike3,user35557,4
hike71,user35557,4
hike0,user35558,4
hike2,user35558,5
hike169,user35559,4
hike688,user35559,4
hike0,user3556,5
hike285,user3556,4
hike112,user35560,5
hike90,user35561,5
hike1015,user35562,5
hike13,user35562,4
hike152,user35562,4
hike2,user35562,4
hike206,user35562,4
hike262,user35562,4
hike335,user35562,4
hike366,user35562,3
hike51,user35562,3
hike580,user35562,4
hike81,user35562,3
hike169,user35563,5
hike41,user35563,4
hike418,user35563,5
hike97,user35563,5
hike998,user35563,5
hike2528,user35564,3
hike30,user35565,5
hike91,user35566,1
hike2528,user35567,5
hike111,user35568,3
hike565,user35568,4
hike263,user35569,4
hike539,user35569,4
hike426,user3557,4
hike25,user35570,4
hike6,user35570,4
hike7,user35570,4
hike99,user35570,5
hike124,user35571,3
hike107,user35572,3
hike117,user35572,5
hike1406,user35572,4
hike150,user35572,3
hike18,user35572,4
hike198,user35572,4
hike231,user35572,4
hike246,user35572,4
hike255,user35572,5
hike260,user35572,3
hike286,user35572,4
hike298,user35572,4
hike312,user35572,5
hike32,user35572,4
hike42,user35572,5
hike438,user35572,5
hike439,user35572,4
hike44,user35572,5
hike46,user35572,4
hike493,user35572,5
hike662,user35572,4
hike74,user35572,4
hike765,user35572,4
hike79,user35572,4
hike83,user35572,5
hike90,user35572,4
hike929,user35572,5
hike1144,user35573,4
hike177,user35573,4
hike205,user35573,4
hike425,user35573,3
hike617,user35573,4
hike758,user35573,4
hike777,user35573,4
hike19,user35574,5
hike5,user35574,4
hike1750,user35575,4
hike987,user35575,4
hike130,user35576,5
hike2,user35576,5
hike45,user35576,4
hike577,user35576,1
hike980,user35577,4
hike872,user35578,3
hike170,user35579,5
hike1008,user3558,4
hike2532,user35580,5
hike146,user35581,5
hike0,user35582,4
hike1030,user35582,3
hike1130,user35582,3
hike206,user35582,3
hike248,user35582,4
hike29,user35582,4
hike371,user35582,4
hike51,user35582,4
hike7,user35582,4
hike8,user35582,4
hike919,user35582,3
hike971,user35582,4
hike0,user35583,5
hike12,user35583,5
hike13,user35583,5
hike2532,user35583,3
hike5,user35583,5
hike75,user35583,4
hike0,user35584,5
hike1,user35584,5
hike10,user35584,4
hike16,user35584,3
hike2,user35584,5
hike8,user35584,4
hike57,user35585,5
hike2015,user35586,4
hike42,user35586,5
hike540,user35587,5
hike266,user35588,5
hike766,user35589,2
hike2528,user3559,4
hike2529,user3559,5
hike557,user35590,5
hike2256,user35591,5
hike46,user35591,4
hike152,user35592,3
hike0,user35593,4
hike298,user35594,4
hike103,user35595,4
hike227,user35596,2
hike0,user35597,5
hike144,user35597,4
hike265,user35598,4
hike832,user35599,5
hike1015,user356,4
hike141,user3560,1
hike19,user35600,5
hike600,user35601,5
hike3,user35602,5
hike247,user35603,4
hike607,user35603,5
hike869,user35603,5
hike911,user35603,4
hike931,user35603,1
hike395,user35604,5
hike76,user35605,5
hike635,user35606,5
hike319,user35607,5
hike48,user35607,4
hike77,user35608,4
hike867,user35608,4
hike114,user35609,5
hike808,user35609,4
hike190,user3561,5
hike166,user35610,5
hike176,user35610,5
hike42,user35610,5
hike48,user35610,5
hike81,user35610,5
hike0,user35611,4
hike25,user35611,4
hike4,user35611,3
hike248,user35612,4
hike786,user35613,5
hike16,user35614,4
hike25,user35614,5
hike33,user35614,4
hike6,user35614,4
hike713,user35614,4
hike134,user35615,5
hike2528,user35616,3
hike2529,user35616,3
hike156,user35617,5
hike85,user35617,5
hike2531,user35618,5
hike48,user35619,5
hike1464,user3562,4
hike940,user35620,3
hike240,user35621,5
hike0,user35622,5
hike115,user35622,5
hike125,user35622,5
hike40,user35622,5
hike73,user35622,5
hike9,user35622,5
hike28,user35623,5
hike94,user35624,5
hike20,user35625,5
hike45,user35626,4
hike46,user35627,3
hike524,user35628,5
hike257,user35629,5
hike97,user35629,3
hike137,user3563,4
hike194,user35630,5
hike2533,user35631,5
hike1050,user35632,3
hike120,user35632,4
hike135,user35632,5
hike164,user35632,3
hike287,user35632,5
hike320,user35632,5
hike357,user35632,3
hike373,user35632,4
hike4,user35632,5
hike0,user35633,5
hike158,user35634,5
hike26,user35635,5
hike48,user35635,5
hike0,user35636,4
hike1,user35636,5
hike10,user35636,4
hike120,user35636,4
hike149,user35636,4
hike153,user35636,3
hike16,user35636,4
hike2,user35636,5
hike218,user35636,4
hike398,user35636,4
hike413,user35636,4
hike74,user35636,4
hike741,user35636,4
hike839,user35636,4
hike85,user35636,4
hike273,user35637,4
hike734,user35637,4
hike2,user35638,4
hike23,user35639,5
hike793,user3564,3
hike475,user35640,4
hike37,user35641,5
hike903,user35642,1
hike175,user35643,4
hike277,user35643,3
hike390,user35643,5
hike429,user35643,4
hike432,user35643,4
hike581,user35643,5
hike11,user35644,5
hike297,user35645,5
hike551,user35645,4
hike592,user35645,5
hike70,user35645,3
hike703,user35645,5
hike851,user35645,3
hike879,user35645,5
hike30,user35646,5
hike52,user35647,3
hike75,user35647,5
hike11,user35648,5
hike0,user35649,4
hike19,user3565,5
hike1277,user35650,4
hike1580,user35650,4
hike345,user35650,3
